noble_filename_abbrev,article_title,journal_name,doi,table_page_num,catalyst_formula_raw,catalyst_formula,a1,a2,a3,a1_perc,a2_perc,a3_perc,b1,b2,b3,b1_perc,b2_perc,b3_perc,synthesis_method,reaction_oxidation_temperature,reaction_oxidation_temperature_units,reaction_reduction_temperature,reaction_reduction_temperature_units,cycle_number,extra_operating_condtions,yield_1,yield_1_amt,yield_1_units,yield_2,yield_2_amt,yield_2_units
co2-split-1-s2-0-s027288421931173,Lanthanum manganite perovskite ceramic powders for CO2 splitting: Influence of Pechini synthesis parameters on sinterability and reactivity,Cermaics int.,https://doi.org/10.1016/j.ceramint.2019.05.075,page22,LSM-P1,La0.5Sr0.5MnO3,La,Sr,,0.5,0.5,,Mn,,,1,,,,,,,,2,,O2,161,µmol/g,CO,185,µmol/g
co2-split-1-s2-0-s027288421931173,Lanthanum manganite perovskite ceramic powders for CO2 splitting: Influence of Pechini synthesis parameters on sinterability and reactivity,Cermaics int.,https://doi.org/10.1016/j.ceramint.2019.05.075,page22,LSM-P2,La0.5Sr0.5MnO3,La,Sr,,0.5,0.5,,Mn,,,1,,,,,,,,2,,O2,104,µmol/g,CO,195,µmol/g
co2-split-1-s2-0-s027288421931173,Lanthanum manganite perovskite ceramic powders for CO2 splitting: Influence of Pechini synthesis parameters on sinterability and reactivity,Cermaics int.,https://doi.org/10.1016/j.ceramint.2019.05.075,page25,LSM-P2,La0.5Sr0.5MnO3,La,Sr,,0.5,0.5,,Mn,,,1,,,,,,,,1,,O2,232,µmol/g,CO,190,µmol/g
co2-split-1-s2-0-s027288421931173,Lanthanum manganite perovskite ceramic powders for CO2 splitting: Influence of Pechini synthesis parameters on sinterability and reactivity,Cermaics int.,https://doi.org/10.1016/j.ceramint.2019.05.075,page25,LSM-P2,La0.5Sr0.5MnO3,La,Sr,,0.5,0.5,,Mn,,,1,,,,,,,,2,,O2,104,µmol/g,CO,195,µmol/g
co2-split-1-s2-0-s027288421931173,Lanthanum manganite perovskite ceramic powders for CO2 splitting: Influence of Pechini synthesis parameters on sinterability and reactivity,Cermaics int.,https://doi.org/10.1016/j.ceramint.2019.05.075,page26,LSM-P2,La0.5Sr0.5MnO3,La,Sr,,0.5,0.5,,Mn,,,1,,,,,,,,1,,O2,12.5,µmol/g/min,CO,6.1,µmol/g/min
co2-split-1-s2-0-s027288421931173,Lanthanum manganite perovskite ceramic powders for CO2 splitting: Influence of Pechini synthesis parameters on sinterability and reactivity,Cermaics int.,https://doi.org/10.1016/j.ceramint.2019.05.075,page26,LSM-P2,La0.5Sr0.5MnO3,La,Sr,,0.5,0.5,,Mn,,,1,,,,,,,,2,,O2,5.8,µmol/g/min,CO,6.5,µmol/g/min
books-and-others-wilson-g-phd-th,Development of perovskite-like structures for hydrogen production via two-step thermochemical water splitting,Imperial College London Dissertation,https://doi.org/10.25560/101907,page218,Ca2MnO4,Ca2MnO4,Ca,,,,,,Mn,,,1,,,,,,,,,,O2,227.94,µmol/g,H2,78.21,µmol/g
books-and-others-wilson-g-phd-th,Development of perovskite-like structures for hydrogen production via two-step thermochemical water splitting,Imperial College London Dissertation,https://doi.org/10.25560/101907,page159,LSCrF 8273,La0.8Sr0.2Cr0.7Fe0.3O3,La,Sr,,0.8,0.2,,Cr,Fe,,0.7,0.3,,,,,,,1,,O2,114.62,µmol/g,H2,334,µmol/g
books-and-others-wilson-g-phd-th,Development of perovskite-like structures for hydrogen production via two-step thermochemical water splitting,Imperial College London Dissertation,https://doi.org/10.25560/101907,page159,LSCrF 8273,La0.8Sr0.2Cr0.7Fe0.3O3,La,Sr,,0.8,0.2,,Cr,Fe,,0.7,0.3,,,,,,,2,,O2,0,µmol/g,H2,209.84,µmol/g
books-and-others-wilson-g-phd-th,Development of perovskite-like structures for hydrogen production via two-step thermochemical water splitting,Imperial College London Dissertation,https://doi.org/10.25560/101907,page159,LSCrF 8282,La0.8Sr0.2Cr0.8Fe0.2O3,La,Sr,,0.8,0.2,,Cr,Fe,,0.8,0.2,,,,,,,1,,O2,90.74,µmol/g,H2,289.91,µmol/g
books-and-others-wilson-g-phd-th,Development of perovskite-like structures for hydrogen production via two-step thermochemical water splitting,Imperial College London Dissertation,https://doi.org/10.25560/101907,page159,LSCrF 8282,La0.8Sr0.2Cr0.8Fe0.2O3,La,Sr,,0.8,0.2,,Cr,Fe,,0.8,0.2,,,,,,,2,,O2,18.96,µmol/g,H2,330.37,µmol/g
books-and-others-wilson-g-phd-th,Development of perovskite-like structures for hydrogen production via two-step thermochemical water splitting,Imperial College London Dissertation,https://doi.org/10.25560/101907,page159,LSCrF 8291,La0.8Sr0.2Cr0.9Fe0.1O3,La,Sr,,0.8,0.2,,Cr,Fe,,0.9,0.1,,,,,,,1,,O2,70.53,µmol/g,H2,190.25,µmol/g
books-and-others-wilson-g-phd-th,Development of perovskite-like structures for hydrogen production via two-step thermochemical water splitting,Imperial College London Dissertation,https://doi.org/10.25560/101907,page159,LSCrF 8291,La0.8Sr0.2Cr0.9Fe0.1O3,La,Sr,,0.8,0.2,,Cr,Fe,,0.9,0.1,,,,,,,2,,O2,9.18,µmol/g,H2,215.99,µmol/g
books-and-others-wilson-g-phd-th,Development of perovskite-like structures for hydrogen production via two-step thermochemical water splitting,Imperial College London Dissertation,https://doi.org/10.25560/101907,page39,M3O4,M3O4,,,,,,,,,,,,,,,,,,,,H2,,,O2,,
books-and-others-wilson-g-phd-th,Development of perovskite-like structures for hydrogen production via two-step thermochemical water splitting,Imperial College London Dissertation,https://doi.org/10.25560/101907,,SrCo0.8Sb0.2O3,SrCo0.8Sb0.2O3,Sr,,,1,,,Co,Sb,,0.8,0.2,,,,,,,,,,,,,,
books-and-others-wilson-g-phd-th,Development of perovskite-like structures for hydrogen production via two-step thermochemical water splitting,Imperial College London Dissertation,https://doi.org/10.25560/101907,,SrCo0.95Sb0.05O3,SrCo0.95Sb0.05O3,Sr,,,1,,,Co,Sb,,0.95,0.05,,,,,,,,,,,,,,
books-and-others-wilson-g-phd-th,Development of perovskite-like structures for hydrogen production via two-step thermochemical water splitting,Imperial College London Dissertation,https://doi.org/10.25560/101907,,SrCo0.9Sb0.1O3,SrCo0.9Sb0.1O3,Sr,,,1,,,Co,Sb,,0.9,0.1,,,,,,,,,,,,,,
books-and-others-ucalgary-2020-shrestha-pra,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,http://dx.doi.org/10.11575/PRISM/37494,,CaMnO3,CaMnO3,Ca,,,1,,,Mn,,,1,,,,,,,,,,,,,,,
books-and-others-ucalgary-2020-shrestha-pra,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,http://dx.doi.org/10.11575/PRISM/37494,page90,LCM,La0.5Ca0.5MnO3,La,Ca,,0.5,0.5,,Mn,,,1,,,,,,900, C,1,CH4,O2,840,µmol/g,,,
books-and-others-ucalgary-2020-shrestha-pra,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,http://dx.doi.org/10.11575/PRISM/37494,page90,LCM,La0.5Ca0.5MnO3,La,Ca,,0.5,0.5,,Mn,,,1,,,,,,1400, C,1,,O2,314,µmol/g,,,
books-and-others-ucalgary-2020-shrestha-pra,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,http://dx.doi.org/10.11575/PRISM/37494,page90,LCM,La0.5Ca0.5MnO3,La,Ca,,0.5,0.5,,Mn,,,1,,,,,,1400, C,1,,O2,315,µmol/g,,,
books-and-others-ucalgary-2020-shrestha-pra,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,http://dx.doi.org/10.11575/PRISM/37494,,La0.5Sr0.5Mn0.5Al0.5O3,La0.5Sr0.5Mn0.5Al0.5O3,La,Sr,,0.5,0.5,,Mn,Al,,0.5,0.5,,,,,,,,,,,,,,
books-and-others-ucalgary-2020-shrestha-pra,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,http://dx.doi.org/10.11575/PRISM/37494,,La0.5Sr0.5Mn0.5Fe0.5O3,La0.5Sr0.5Mn0.5Fe0.5O3,La,Sr,,0.5,0.5,,Mn,Fe,,0.5,0.5,,,,,,,,,,,,,,
books-and-others-ucalgary-2020-shrestha-pra,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,http://dx.doi.org/10.11575/PRISM/37494,page90,LSM,La0.5Sr0.5MnO3,La,Sr,,0.5,0.5,,Mn,,,1,,,,,,900, C,1,CH4,O2,992,µmol/g,,,
books-and-others-ucalgary-2020-shrestha-pra,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,http://dx.doi.org/10.11575/PRISM/37494,page90,LSM,La0.5Sr0.5MnO3,La,Sr,,0.5,0.5,,Mn,,,1,,,,,,1400, C,1,,O2,256,µmol/g,,,
books-and-others-ucalgary-2020-shrestha-pra,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,http://dx.doi.org/10.11575/PRISM/37494,page90,LSM,La0.5Sr0.5MnO3,La,Sr,,0.5,0.5,,Mn,,,1,,,,,,1400, C,1,,O2,201,µmol/g,,,
books-and-others-ucalgary-2020-shrestha-pra,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,http://dx.doi.org/10.11575/PRISM/37494,,La0.75Sr0.25Mn0.5Al0.5O3,La0.75Sr0.25Mn0.5Al0.5O3,La,Sr,,0.75,0.25,,Mn,Al,,0.5,0.5,,,,,,,,,,,,,,
books-and-others-ucalgary-2020-shrestha-pra,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,http://dx.doi.org/10.11575/PRISM/37494,,La0.75Sr0.25MnO3,La0.75Sr0.25MnO3,La,Sr,,0.75,0.25,,Mn,,,1,,,,,,,,,,,,,,,
books-and-others-ucalgary-2020-shrestha-pra,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,http://dx.doi.org/10.11575/PRISM/37494,,La0.90Sr0.10MnO3,La0.90Sr0.10MnO3,La,Sr,,0.9,0.1,,Mn,,,1,,,,,,,,,,,,,,,
books-and-others-ucalgary-2020-shrestha-pra,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,http://dx.doi.org/10.11575/PRISM/37494,page99,LSM9010,La0.9Sr0.1MnO3,La,Sr,,0.9,0.1,,Mn,,,1,,,,,,,,,"Synthesis method: Pechini, Reducing Agent: None, Activation energy: 83 kJ/mol",,,,,,
books-and-others-ucalgary-2020-shrestha-pra,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,http://dx.doi.org/10.11575/PRISM/37494,page99,LSM9010,La0.9Sr0.1MnO3,La,Sr,,0.9,0.1,,Mn,,,1,,,,,,,,,"Synthesis method: Pechini, Reducing Agent: CH4, Activation energy: 54 kJ/mol",CH4,,,,,
books-and-others-ucalgary-2020-shrestha-pra,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,http://dx.doi.org/10.11575/PRISM/37494,page90,YSM,Y0.5Sr0.5MnO3,Y,Sr,,0.5,0.5,,Mn,,,1,,,,,,900, C,1,CH4,O2,1362,µmol/g,,,
books-and-others-ucalgary-2020-shrestha-pra,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,http://dx.doi.org/10.11575/PRISM/37494,page90,YSM,Y0.5Sr0.5MnO3,Y,Sr,,0.5,0.5,,Mn,,,1,,,,,,1400, C,1,,O2,539,µmol/g,,,
books-and-others-ucalgary-2020-shrestha-pra,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,Investigation of the Redox Performances of Manganite-based Perovskites for Isothermal CO2 Conversion Applications,http://dx.doi.org/10.11575/PRISM/37494,page90,YSM,Y0.5Sr0.5MnO3,Y,Sr,,0.5,0.5,,Mn,,,1,,,,,,1400, C,1,,O2,483,µmol/g,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page184,Ag2O,Ag2O,,,,,,,,,,,,,,1200, K,1800, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page210,Ag2O,Ag2O,,,,,,,,,,,,,,1700, K,2000, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page207,Ag2O,Ag2O,,,,,,,,,,,,,,1300, K,1600, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page183,Ag2O,Ag2O,,,,,,,,,,,,,,800, K,1400, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page206,Ag2O,Ag2O,,,,,,,,,,,,,,800, K,1200, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page181,Ag2O,Ag2O,,,,,,,,,,,,,,800, K,900, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page184,Au2O3,Au2O3,,,,,,,,,,,,,,1200, K,1800, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page210,Au2O3,Au2O3,,,,,,,,,,,,,,1700, K,2000, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page207,Au2O3,Au2O3,,,,,,,,,,,,,,1300, K,1600, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page183,Au2O3,Au2O3,,,,,,,,,,,,,,800, K,1400, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page206,Au2O3,Au2O3,,,,,,,,,,,,,,800, K,1200, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page181,Au2O3,Au2O3,,,,,,,,,,,,,,800, K,900, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,,BaCoO3,BaCoO3,Ba,,,1,,,Co,,,1,,,,,,,,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,,BaMnO3,BaMnO3,Ba,,,1,,,Mn,,,1,,,,,,,,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page210,CeO2,CeO2,,,,,,,,,,,,,,1700, K,2000, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page207,CeO2,CeO2,,,,,,,,,,,,,,1300, K,1600, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page185,CeO2,CeO2,,,,,,,,,,,,,,1200, K,1300, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page183,CeO2,CeO2,,,,,,,,,,,,,,800, K,1400, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page206,CeO2,CeO2,,,,,,,,,,,,,,800, K,1200, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page181,CeO2,CeO2,,,,,,,,,,,,,,800, K,900, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page210,Co3O4,Co3O4,,,,,,,,,,,,,,1700, K,2000, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page207,Co3O4,Co3O4,,,,,,,,,,,,,,1300, K,1600, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page185,Co3O4,Co3O4,,,,,,,,,,,,,,1200, K,1300, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page183,Co3O4,Co3O4,,,,,,,,,,,,,,800, K,1400, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page206,Co3O4,Co3O4,,,,,,,,,,,,,,800, K,1200, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page181,Co3O4,Co3O4,,,,,,,,,,,,,,800, K,900, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page210,Cu2O,Cu2O,,,,,,,,,,,,,,1700, K,2000, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page207,Cu2O,Cu2O,,,,,,,,,,,,,,1300, K,1600, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page185,Cu2O,Cu2O,,,,,,,,,,,,,,1200, K,1300, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page183,Cu2O,Cu2O,,,,,,,,,,,,,,800, K,1400, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page206,Cu2O,Cu2O,,,,,,,,,,,,,,800, K,1200, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page181,Cu2O,Cu2O,,,,,,,,,,,,,,800, K,900, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page210,CuO,CuO,,,,,,,,,,,,,,1700, K,2000, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page207,CuO,CuO,,,,,,,,,,,,,,1300, K,1600, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page185,CuO,CuO,,,,,,,,,,,,,,1200, K,1300, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page183,CuO,CuO,,,,,,,,,,,,,,800, K,1400, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page206,CuO,CuO,,,,,,,,,,,,,,800, K,1200, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page181,CuO,CuO,,,,,,,,,,,,,,800, K,900, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page210,Fe0.947O,Fe0.947O,,,,,,,,,,,,,,1700, K,2000, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page207,Fe0.947O,Fe0.947O,,,,,,,,,,,,,,1300, K,1600, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page185,Fe0.947O,Fe0.947O,,,,,,,,,,,,,,1200, K,1300, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page183,Fe0.947O,Fe0.947O,,,,,,,,,,,,,,800, K,1400, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page206,Fe0.947O,Fe0.947O,,,,,,,,,,,,,,800, K,1200, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page181,Fe0.947O,Fe0.947O,,,,,,,,,,,,,,800, K,900, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page210,Fe2O3,Fe2O3,,,,,,,,,,,,,,1700, K,2000, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page207,Fe2O3,Fe2O3,,,,,,,,,,,,,,1300, K,1600, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page185,Fe2O3,Fe2O3,,,,,,,,,,,,,,1200, K,1300, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page183,Fe2O3,Fe2O3,,,,,,,,,,,,,,800, K,1400, K,,,,,,,,
books-and-others-phd-thesis-miriam-ezbiri-f,Design of Perovskite Redox Materials for the Thermochemical Splitting of H2O and CO2 and for O2 Separation,ETH Dissertation,https://doi.org/10.3929/ethz-b-000176339 ,page206,Fe2O3,Fe2O3,,,,,,,,,,,,,,800, K,1200, K,,,,,,,,
